player_positions,overall,potential,age,pace,shooting,passing,dribbling,defending,physic,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
LW,71,71,31,83,72,63,70,37,64,10,16,10,11,8,
RM,71,72,26,87,66,64,74,27,54,7,13,10,7,12,
"ST, LW, RW",71,76,25,85,70,60,74,31,58,7,14,10,11,8,
ST,71,75,24,75,71,63,68,38,71,7,13,10,7,13,
"LM, CAM",71,71,29,91,63,65,74,36,42,9,8,14,14,9,
"CM, CDM",71,75,25,65,66,73,71,64,69,9,9,8,16,13,
CB,71,71,28,58,37,47,50,71,72,12,7,16,9,14,
"LB, RB",71,71,28,73,44,64,63,68,72,14,7,12,13,7,
"LM, CM",71,72,25,65,73,72,72,56,65,15,10,11,12,13,
"RB, RM",71,75,25,79,50,68,70,63,72,7,8,11,11,7,
"RB, LB, RWB",71,71,30,83,56,65,69,66,66,10,9,12,8,11,
"CB, LB",71,75,24,68,49,64,69,71,72,8,11,8,16,8,
ST,71,71,30,67,69,48,69,34,75,13,15,15,9,13,
"CAM, LM",71,76,23,64,68,70,72,44,51,8,13,7,14,8,
"ST, LW",71,72,26,90,66,55,72,26,70,16,14,10,14,11,
CB,71,71,30,67,39,57,61,69,78,10,8,14,8,6,
"CDM, CM",71,76,23,75,57,66,68,65,76,12,11,10,10,13,
ST,71,72,26,69,69,53,69,43,76,12,10,12,10,13,
GK,71,76,25,,,,,,,72,68,67,69,72,43
GK,71,73,28,,,,,,,72,69,65,71,72,41
"LM, RM",71,74,25,79,62,66,73,40,61,13,12,13,10,15,
"ST, LW",71,72,25,90,66,60,76,39,73,15,6,15,7,12,
"ST, LM, CAM",71,72,27,80,72,69,71,51,74,6,6,8,9,9,
GK,71,75,27,,,,,,,74,67,72,67,75,43
LB,71,77,24,83,52,67,74,64,71,11,15,9,13,12,
"CAM, LM, RW",71,71,28,71,64,67,76,56,54,6,9,12,7,9,
"CDM, CM, RM",71,76,24,82,54,59,70,72,83,13,8,12,13,9,
CB,71,76,24,67,35,53,59,70,78,10,13,15,6,12,
CAM,71,74,26,73,60,71,75,43,53,10,14,9,7,14,
"CDM, CM",71,74,26,54,50,63,64,66,83,14,14,11,9,10,
"RB, CDM",71,72,27,72,54,65,65,71,67,7,9,10,7,7,
"CDM, CM",71,76,25,62,48,60,68,69,79,11,12,14,9,12,
"CM, CDM",71,71,29,48,69,75,69,60,70,7,6,13,13,11,
"LM, LB",71,71,27,84,57,67,72,66,68,7,11,7,9,9,
CB,71,77,24,72,52,65,64,69,73,9,14,11,11,9,
"CM, CDM",71,74,25,65,68,74,68,66,76,6,13,8,8,13,
LM,71,71,27,85,66,65,73,38,64,7,7,9,5,10,
ST,71,71,28,67,74,57,68,24,78,8,7,15,10,6,
ST,71,74,25,62,69,52,70,31,77,9,10,7,9,6,
CB,71,74,27,32,46,56,50,72,75,11,9,14,15,9,
"CB, CDM",71,71,31,53,34,49,53,72,78,11,12,15,13,14,
CB,71,76,25,50,41,47,57,69,82,14,14,12,10,10,
"RWB, RB",71,76,24,72,31,64,68,66,72,10,14,11,13,12,
"RM, RB, RWB",71,71,27,91,49,59,76,60,67,8,10,8,6,10,
"RM, LM, ST",71,71,29,92,64,64,72,38,62,8,14,7,9,11,
CB,71,76,23,61,35,59,66,72,73,13,9,8,6,12,
CM,71,74,26,71,67,70,72,67,74,12,11,9,12,10,
CB,71,79,22,41,28,48,57,72,75,12,12,12,15,13,
LB,71,71,27,85,59,63,69,65,61,9,8,5,11,8,
"RB, LB",71,71,21,87,36,60,68,64,67,11,6,13,12,6,
"CDM, CM",71,71,21,66,55,59,66,72,70,14,16,9,8,7,
LB,71,71,21,71,38,62,65,68,68,6,12,8,12,13,
"CAM, CM",71,71,25,72,68,69,73,46,73,10,9,8,8,12,
"CAM, ST, RM",71,71,29,82,63,71,73,38,54,8,14,11,14,9,
"CAM, CM",71,71,29,66,61,70,73,39,55,8,10,7,10,11,
"ST, RW",71,71,29,82,67,62,72,25,64,16,14,12,7,7,
ST,71,71,29,72,76,61,64,36,62,9,13,7,9,8,
ST,71,71,29,67,74,60,71,29,60,13,13,14,13,18,
GK,71,71,21,,,,,,,71,72,72,76,72,23
CB,71,71,33,63,50,62,61,71,78,7,13,14,13,15,
GK,71,74,25,,,,,,,61,77,76,70,73,36
LB,71,71,21,77,57,68,64,68,59,10,7,8,7,12,
LB,71,71,21,69,56,66,74,68,71,11,10,14,9,7,
LB,71,71,25,70,54,60,60,67,70,10,10,12,11,11,
CM,71,71,33,57,69,73,70,64,65,10,16,8,8,15,
"RB, RWB",71,71,25,75,44,68,59,68,75,12,8,16,9,16,
"RB, RM",71,71,29,72,52,66,66,69,63,12,8,13,7,9,
"CB, CDM",71,71,21,49,44,53,51,70,81,8,7,9,10,10,
"RW, RM",71,71,25,73,66,69,73,58,75,6,16,16,15,15,
"LW, LM",71,71,29,77,71,66,75,43,63,6,10,16,8,13,
"LW, LM",71,71,21,81,60,67,76,32,51,9,9,11,12,11,
"CAM, CM",71,71,21,76,54,73,77,41,47,10,13,8,10,9,
"CAM, CF",71,71,21,69,63,73,72,37,56,7,7,7,10,14,
"CAM, RM",71,71,21,56,62,68,75,36,60,11,8,7,9,15,
"ST, LM",71,71,25,71,72,68,73,28,62,8,9,16,11,7,
ST,71,71,21,38,77,51,62,27,71,12,7,9,11,15,
"ST, CF, CAM",71,71,33,82,63,60,73,25,62,7,13,9,16,10,
CB,71,73,27,51,30,48,50,72,78,13,7,10,10,13,
"CDM, CM",71,82,22,55,61,71,70,64,70,12,13,6,9,6,
ST,71,78,24,69,72,54,70,28,69,7,10,8,8,14,
ST,71,71,28,76,70,61,71,40,75,13,10,12,6,10,
"CAM, RM, LM",71,72,27,84,68,69,73,56,60,7,5,15,10,5,
"CB, LB",71,76,26,73,35,50,55,71,74,9,8,9,10,7,
CB,71,72,27,62,32,59,57,73,74,6,6,5,7,8,
CB,71,77,24,52,36,66,61,72,70,8,11,7,12,14,
"CM, CDM",71,74,25,68,57,69,69,70,74,9,6,13,9,13,
CAM,71,77,24,71,66,71,76,33,48,9,7,8,10,12,
"LB, LM, RB",71,76,24,70,63,66,71,65,70,11,8,13,14,11,
"RM, LM, CM",71,72,26,74,67,66,74,24,62,5,13,12,9,8,
RB,71,75,25,75,50,63,73,66,66,10,11,12,10,11,
"CDM, CM",71,75,25,74,65,70,71,67,72,12,14,14,8,13,
RB,71,71,27,69,51,63,68,67,74,14,15,13,6,9,
"LM, CM, CDM",71,71,32,70,65,69,66,55,62,10,12,7,7,6,
"RB, LB, RM",71,73,26,81,60,64,71,63,71,8,8,9,12,12,
"LW, ST",71,73,24,75,72,67,69,38,69,11,6,6,8,9,
ST,71,78,23,71,71,48,65,31,66,14,11,6,10,8,
"LB, LM, LWB",71,72,26,78,49,65,69,67,70,15,7,8,8,6,
"RW, LW",71,71,27,86,60,67,74,54,63,9,15,13,7,13,
RB,71,76,25,74,39,60,67,68,75,7,12,8,10,11,
CDM,71,71,28,69,42,59,63,67,76,11,9,8,14,8,
"RM, LM, ST",71,74,25,72,70,67,72,46,63,11,12,14,11,9,
GK,71,71,35,,,,,,,67,71,74,72,70,33
CB,71,75,26,68,45,51,60,70,79,13,12,9,11,10,
CB,71,71,31,73,37,63,65,72,69,8,10,10,10,8,
"LM, CAM, RM",71,71,31,87,60,67,73,23,41,8,13,11,14,6,
"CB, LB",71,76,23,67,41,67,67,70,76,10,12,7,7,7,
"CB, CDM",71,73,28,64,27,50,56,69,78,15,13,10,9,15,
"CM, RM, RB",71,71,32,67,69,68,72,61,75,7,14,15,11,8,
"LB, LWB",71,78,23,85,40,60,73,67,60,13,15,12,8,5,
"RM, LM",71,71,26,82,69,66,74,52,70,6,9,11,11,13,
"CF, LM, CM",71,76,24,77,67,72,71,39,61,13,15,6,15,6,
ST,71,78,22,78,70,57,68,29,70,11,13,5,13,11,
"CDM, CM, LM",71,78,24,69,58,68,71,67,71,7,15,7,14,14,
"ST, LM",71,76,24,75,70,69,72,35,73,10,9,15,13,6,
"ST, CAM",71,77,24,68,72,60,66,36,74,9,9,9,7,7,
"CM, CDM",71,71,28,83,69,70,73,64,61,12,6,11,6,10,
"LB, RB, CB",71,80,23,71,42,56,65,71,66,8,6,7,12,8,
"ST, CAM",71,74,25,70,75,58,69,26,61,9,11,9,11,13,
CB,71,73,27,62,34,42,52,70,70,8,9,12,12,12,
"ST, CF",71,75,24,72,71,55,68,29,69,6,10,9,12,11,
"RB, LB",71,79,23,81,37,60,69,67,66,11,6,13,12,6,
"LM, RM",71,74,24,86,60,68,74,44,66,12,13,7,11,5,
"LM, RM",71,77,24,78,64,69,71,46,62,15,6,13,11,12,
"LW, RW, ST",71,79,22,83,68,62,72,41,73,7,12,13,12,13,
"LB, LM, LWB",71,76,23,79,44,59,67,68,71,10,9,7,9,12,
CB,71,82,23,78,44,54,56,70,76,6,8,5,7,6,
"CDM, CM",71,79,22,73,58,65,72,67,75,12,10,7,6,8,
GK,71,71,25,,,,,,,61,73,69,73,70,15
GK,71,71,21,,,,,,,71,70,74,72,69,34
RB,71,71,29,74,42,54,59,67,74,12,11,9,9,10,
ST,71,71,21,72,72,60,67,32,69,12,12,12,14,12,
"CB, RB",71,77,24,67,36,56,61,71,71,8,14,8,6,12,
"LWB, CM",71,80,21,69,61,64,73,66,64,10,15,12,5,7,
"LW, CAM",71,71,29,75,69,69,75,32,63,6,7,8,8,11,
LB,71,74,25,74,58,66,73,66,76,5,15,12,14,11,
"CM, CDM",71,78,23,53,55,76,70,63,56,10,6,11,12,5,
"LM, ST",71,76,22,78,68,63,75,24,58,9,10,7,13,8,
"CB, LB",71,71,31,71,54,61,67,71,78,6,5,8,9,5,
CF,71,71,27,82,63,71,77,26,46,12,11,13,10,6,
CB,71,75,24,83,39,54,56,72,71,14,11,14,9,13,
CB,71,71,31,64,29,48,47,70,81,10,7,9,11,12,
"CDM, CM",71,78,22,65,59,67,73,67,66,9,15,11,6,15,
"ST, CF",71,72,26,70,72,50,59,40,78,8,7,12,10,10,
"CAM, RM, LM",71,76,23,69,68,67,73,51,70,5,11,6,6,7,
"CM, CDM, CAM",71,71,30,69,68,67,70,68,70,7,12,9,14,7,
GK,71,75,25,,,,,,,71,73,68,74,75,29
CB,71,73,28,52,29,46,48,71,73,7,7,15,14,11,
"CDM, CM",71,77,23,69,51,60,64,70,74,9,6,8,11,8,
"LM, CAM, RM",71,81,21,73,61,70,74,33,57,10,13,11,11,5,
"CB, RB",71,78,22,62,33,54,55,72,73,13,8,7,7,10,
GK,71,78,21,,,,,,,70,69,66,71,72,28
"CAM, CM, LM",71,81,21,69,67,67,75,44,48,12,11,8,12,6,
"CM, CAM, LM",71,79,23,68,58,73,75,53,65,11,12,11,13,13,
"CAM, CM",71,76,24,82,68,69,74,55,58,5,6,5,8,14,
"CDM, CB, CM",71,80,22,66,50,59,64,69,75,7,14,6,15,7,
"CAM, RM",71,81,22,84,65,68,75,30,47,9,10,10,14,14,
"RB, RM, LM",71,81,22,74,69,67,74,67,44,10,13,7,12,15,
"CAM, CM",71,81,21,70,61,71,72,56,64,7,7,14,15,11,
ST,71,72,26,73,69,55,66,34,71,11,6,12,13,13,
"CDM, CM",71,75,26,67,49,58,64,73,74,9,6,7,12,13,
"RB, RWB",71,79,22,72,52,60,69,70,73,12,14,7,11,14,
CM,71,75,23,66,59,65,70,64,67,6,8,9,8,6,
"LB, LM",71,71,29,69,58,62,71,70,70,10,7,10,14,6,
ST,71,72,27,57,72,57,66,28,63,11,14,13,13,13,
"CM, CDM, CB",71,78,24,66,68,63,66,69,73,14,9,14,9,11,
"RW, LW, RM",71,77,24,80,62,68,74,36,61,12,8,8,12,6,
"CM, RM, CDM",71,77,21,64,57,71,75,64,71,13,9,10,12,11,
"CM, LM",71,76,25,70,62,71,73,69,70,10,12,12,11,12,
"RW, CAM",71,74,24,85,71,63,70,20,56,11,9,10,9,5,
"CAM, RM",71,78,24,64,70,71,74,42,64,14,7,9,15,7,
"CM, RB",71,75,24,86,61,66,75,68,60,11,12,9,10,12,
CB,71,74,27,45,50,57,59,73,73,13,9,10,7,9,
"LWB, LB",71,76,24,76,51,67,72,67,66,12,12,13,8,12,
"ST, RM",71,78,24,86,66,63,69,34,79,7,7,12,6,14,
"CM, CDM",71,75,24,60,60,70,69,63,72,11,13,14,8,11,
ST,71,71,29,66,70,54,66,35,78,8,11,14,13,10,
"CM, CDM",71,79,22,62,61,68,71,63,66,12,15,9,10,7,
CB,71,78,22,70,28,57,62,72,70,10,11,7,8,8,
CB,71,82,21,59,35,56,49,72,67,10,12,5,14,12,
CB,71,82,22,71,39,49,60,71,79,7,13,13,12,15,
ST,71,76,25,70,72,60,70,27,69,14,14,11,7,10,
"LB, LM",71,71,30,78,61,68,68,66,72,11,8,5,15,9,
"CAM, RW, ST",71,77,24,79,66,67,77,34,68,5,10,7,6,6,
"CB, CDM",71,74,25,53,24,46,49,72,79,8,10,15,7,6,
"CM, CAM, CDM",71,76,24,53,62,68,67,70,85,5,10,5,12,13,
"CF, CAM, LM",71,80,22,76,68,67,73,41,62,8,7,10,7,11,
"CAM, LW, LM",71,77,23,75,65,68,73,31,48,11,15,10,6,13,
"CAM, CM, RM",71,77,23,69,67,68,74,49,61,7,13,5,9,14,
"CM, CDM",71,74,26,71,55,66,71,68,75,14,10,9,6,6,
"RB, RM, LB",71,79,22,82,52,65,70,64,67,14,12,6,7,14,
CB,71,71,28,47,33,40,43,72,80,11,9,9,12,14,
"CM, CAM",71,77,23,62,70,68,68,64,80,14,8,7,14,11,
"CAM, LM, CF",71,80,22,83,67,63,76,33,51,8,9,9,10,9,
"RM, LM",71,80,22,87,66,62,75,32,63,7,9,14,10,15,
"RW, LW",71,77,24,75,66,68,72,35,58,6,15,8,15,10,
"RM, RW",71,74,25,77,61,65,72,38,62,10,8,7,13,6,
ST,71,71,29,67,73,67,67,28,70,10,6,14,7,14,
"CDM, CM",71,80,23,59,49,65,64,67,72,10,14,6,14,6,
"RM, LM",71,80,22,81,63,63,76,25,56,7,11,6,12,7,
"CM, CDM, CAM",71,71,27,84,70,67,68,65,83,9,7,13,8,7,
"CM, CDM",71,83,20,69,62,72,72,66,73,14,14,13,11,7,
CB,71,73,28,59,47,47,57,70,77,10,9,7,9,5,
"ST, LW, RW",71,74,26,81,70,62,70,37,69,8,11,5,7,5,
"CDM, CM, CAM",71,71,29,70,60,71,73,63,69,9,12,8,8,14,
GK,71,77,24,,,,,,,70,69,64,73,73,26
"RWB, RB, RM",71,80,22,80,52,64,71,65,78,6,9,8,11,13,
"RB, RWB",71,73,26,74,45,61,69,68,67,12,14,8,13,11,
"CDM, CM",71,71,30,62,57,69,66,70,70,14,14,10,14,14,
ST,71,81,21,77,70,62,74,26,52,13,6,9,14,8,
"LM, ST",71,81,20,75,70,69,74,40,58,14,15,14,6,14,
CAM,71,82,20,73,61,70,75,39,48,9,12,15,14,6,
CB,71,79,24,59,42,54,59,72,71,5,10,12,12,10,
"CM, CDM",71,80,21,75,57,67,72,67,71,10,15,14,11,7,
RB,71,71,34,70,53,60,64,69,75,13,8,13,10,9,
"CAM, CM",71,84,21,70,66,69,75,56,59,8,10,14,12,11,
"CAM, CM",71,72,26,72,67,69,71,47,69,11,5,9,6,13,
LB,71,79,21,74,37,56,66,71,65,9,12,14,8,14,
LB,71,79,23,74,44,61,69,67,62,13,13,14,12,6,
"CDM, CM",71,72,27,62,57,69,63,67,75,6,10,6,7,11,
CB,71,78,25,63,49,51,56,70,77,13,12,14,12,13,
CM,71,76,24,67,63,70,71,65,69,5,14,6,13,10,
CB,71,77,25,67,37,50,56,72,75,10,9,12,11,14,
CAM,71,75,24,49,73,73,73,30,58,7,7,14,10,8,
GK,71,79,22,,,,,,,71,69,68,69,73,47
"LW, LM",71,78,23,85,66,60,75,32,61,15,10,8,6,14,
CB,71,79,22,74,42,57,60,70,76,12,14,11,8,8,
"CAM, RW",71,80,22,75,69,69,77,42,61,10,12,15,6,11,
"LW, LM, LB",71,71,28,84,64,65,72,57,66,10,10,11,14,14,
RB,71,75,24,84,60,61,71,63,78,15,10,9,14,8,
CB,71,78,22,72,30,43,50,70,76,14,9,14,8,14,
"ST, RM, LM",71,76,25,89,73,62,76,29,55,10,9,15,9,11,
"ST, LM",71,76,25,76,71,55,71,26,63,9,13,11,13,11,
"CM, CAM, CDM",71,78,23,74,65,69,75,61,66,12,12,11,12,12,
"ST, RW",71,82,21,75,70,61,71,39,70,8,7,9,8,9,
"RW, CM",71,81,21,82,64,64,74,54,62,11,13,7,14,12,
"CM, CDM",71,82,21,73,71,69,70,68,81,6,11,6,14,14,
"LB, LW, LM",71,74,26,85,53,64,66,67,52,14,5,12,11,8,
CB,71,78,24,40,34,44,57,70,78,7,12,6,5,5,
GK,71,72,29,,,,,,,71,69,66,70,72,33
"RM, LM, CAM",71,80,21,84,67,63,73,32,74,14,14,11,6,5,
"CDM, CM",71,82,21,75,55,65,71,69,70,9,15,13,8,12,
"RB, LB, RM",71,82,20,87,44,60,67,66,79,12,13,14,10,8,
CB,71,79,21,62,35,49,52,71,75,15,11,12,14,14,
"CDM, CM",71,80,20,78,52,63,70,67,75,10,12,10,12,5,
GK,71,87,19,,,,,,,74,70,67,66,73,40
LB,71,71,28,77,66,67,72,65,71,11,8,15,13,9,
"CM, CDM",71,72,27,69,68,72,72,65,66,7,9,5,6,13,
RM,71,81,22,79,63,69,71,44,61,12,11,9,11,13,
"CDM, CM",71,82,22,60,49,57,50,69,74,7,5,10,6,10,
"RW, LW",71,80,21,82,61,65,76,54,58,9,14,7,6,14,
"RW, RM",71,77,24,89,62,56,77,43,60,12,8,7,15,10,
RM,71,74,25,83,64,62,72,30,67,10,8,13,5,8,
CB,71,81,21,61,38,49,59,72,73,10,14,6,15,6,
"RB, CB",71,80,22,77,49,60,72,67,72,6,6,12,6,7,
"CB, RB",71,82,21,73,26,49,55,71,74,7,7,11,11,9,
"CDM, CM",71,74,26,66,45,61,62,69,72,11,8,13,10,8,
ST,71,81,21,93,67,62,71,25,72,9,8,10,8,13,
"CM, CDM, CAM",71,82,21,69,67,70,70,58,60,12,12,10,13,6,
CB,71,71,32,57,53,55,56,72,77,5,6,9,7,11,
"CDM, CM",71,71,29,55,49,64,68,66,74,11,7,8,6,9,
"RB, RM, LB",71,76,25,82,38,61,68,63,64,7,9,9,13,8,
"CAM, ST, RM",71,76,25,82,68,62,75,22,61,5,8,5,10,11,
"CF, LM",71,76,24,82,64,68,77,30,55,6,12,8,12,13,
"CDM, CB",71,79,22,65,61,63,60,71,77,13,7,12,10,13,
"ST, RM",71,81,20,79,68,61,75,37,69,14,9,9,6,14,
"RB, RM",71,74,25,81,30,52,68,70,59,6,13,7,14,9,
CB,71,77,23,63,44,55,56,70,80,15,8,6,10,8,
"LM, RM, CAM",71,78,22,81,68,66,72,41,64,14,14,11,12,13,
LB,71,76,24,82,44,60,68,65,73,6,14,12,15,6,
"CB, LB",71,82,22,66,32,57,56,73,72,9,12,7,12,10,
ST,71,75,25,72,67,48,67,41,63,6,8,15,5,8,
CB,71,80,23,72,35,51,46,70,78,5,14,7,5,8,
LB,71,75,24,75,59,67,70,66,72,7,9,10,7,11,
CB,71,75,23,56,33,49,51,71,73,9,9,7,13,8,
"RWB, RB, RM",71,78,23,75,57,67,70,67,68,8,5,7,15,6,
ST,71,71,30,69,71,50,65,28,80,12,7,6,11,7,
"RB, RM, LB",71,72,26,73,47,65,70,66,72,10,9,9,13,11,
ST,71,78,23,72,72,58,69,35,72,15,11,10,10,6,
CB,71,76,25,62,28,47,49,70,81,12,6,14,9,5,
"CDM, CM",71,80,24,49,53,59,62,70,80,11,13,11,8,6,
CM,71,80,22,73,66,71,74,50,59,5,8,5,6,5,
"ST, CF, CAM",71,86,20,76,69,60,64,39,75,6,14,12,6,10,
CB,71,75,26,66,30,50,48,74,71,11,8,11,14,5,
"LM, RM, ST",71,71,26,83,65,62,71,46,64,9,8,10,15,9,
ST,71,82,21,87,70,50,71,19,51,11,9,15,10,15,
"RB, LB",71,76,23,75,47,64,71,68,57,6,14,11,9,13,
"CAM, CM",71,84,21,81,65,66,73,46,59,11,12,14,13,8,
"CM, CAM, RM",71,81,21,63,53,73,75,56,46,8,11,14,13,10,
"CB, RB",71,79,22,65,26,48,42,71,74,8,8,6,14,12,
CB,71,76,23,64,34,43,49,70,80,9,9,9,8,11,
"LB, LWB",71,78,22,75,56,64,71,65,65,8,14,8,11,7,
"CAM, CM, RW",71,74,25,78,68,73,72,43,71,9,10,6,15,12,
CB,71,85,19,76,25,50,47,71,74,12,14,5,8,13,
CM,71,80,21,72,62,66,75,59,64,6,9,12,8,5,
"RB, RM, LB",71,74,26,74,43,59,65,68,63,5,12,13,14,9,
CB,71,73,28,68,23,44,52,71,76,7,10,14,7,7,
"LM, CAM",71,82,21,83,67,62,72,27,72,11,12,11,9,8,
"RB, LB",71,79,20,86,43,60,68,63,67,10,11,13,10,6,
CB,71,71,33,63,36,48,46,70,83,10,13,15,15,6,
"CB, RB",71,82,20,65,26,53,57,71,75,9,10,6,13,9,
CB,71,80,21,68,38,53,57,72,74,9,8,12,10,8,
CDM,71,78,24,33,45,53,52,74,79,9,9,7,8,11,
GK,71,71,31,,,,,,,73,70,69,70,73,26
"CDM, CM, CAM",71,76,26,63,62,65,68,66,72,10,13,13,10,9,
GK,71,71,30,,,,,,,72,71,66,73,76,29
"CB, RB",71,84,21,72,27,57,55,71,73,13,5,13,7,6,
ST,71,79,21,72,70,63,72,31,69,9,13,6,7,5,
"CDM, CM",71,73,27,68,60,65,65,67,72,5,10,11,15,14,
GK,71,75,24,,,,,,,73,67,70,67,73,26
LB,71,75,25,66,36,54,61,71,73,13,13,10,12,13,
"ST, RM",71,77,23,90,69,65,76,26,68,6,15,7,11,8,
"CM, LM",71,76,24,77,62,66,77,66,68,10,12,6,5,11,
ST,71,85,19,92,72,65,76,24,62,12,12,7,12,7,
"CB, CDM",71,76,26,56,45,55,63,70,78,14,6,6,11,10,
"RWB, RB, CB",71,74,25,68,55,62,67,71,65,11,5,7,10,14,
"CB, RM",71,79,21,81,47,64,66,69,82,13,15,10,12,12,
ST,71,84,19,78,68,59,74,22,57,7,6,10,8,14,
CB,71,83,19,58,31,47,57,72,66,9,13,8,8,8,
"CDM, CB",71,80,22,62,34,59,58,73,74,12,12,8,7,11,
"LM, LWB",71,80,21,86,58,58,73,61,69,15,8,10,7,11,
"RM, LM, RW",71,80,22,91,66,63,75,57,61,12,6,9,6,9,
ST,71,76,24,68,74,58,65,23,77,8,12,14,15,12,
"CB, CDM",71,85,19,69,37,55,62,71,74,6,14,9,8,7,
"RM, CAM, RW",71,83,19,78,64,67,76,34,49,14,8,12,8,8,
CB,71,76,24,71,49,63,61,70,75,7,9,13,14,8,
"RM, LM, CAM",71,82,18,88,66,62,71,57,68,15,6,14,6,10,
"CF, RM",71,80,21,80,67,56,72,37,60,11,7,13,15,11,
"CAM, CM",71,71,36,68,70,67,73,50,62,11,12,15,9,8,
CB,71,84,22,67,34,49,50,71,74,6,5,10,14,14,
"ST, RW, LW",71,71,32,78,69,65,71,27,61,10,10,13,13,7,
"LWB, LB",71,81,20,77,42,63,67,67,67,12,7,10,11,12,
"CF, CAM",71,84,19,77,68,64,75,43,65,13,8,13,5,11,
"RM, CF",71,82,19,76,69,65,70,40,64,15,7,13,11,14,
"CDM, RB",71,74,26,71,43,59,67,70,79,9,15,7,7,8,
"CDM, CM",71,78,22,66,56,64,73,67,74,14,10,8,14,8,
ST,71,83,21,84,72,64,74,35,52,10,8,14,8,12,
CDM,71,77,23,71,52,62,68,68,74,10,5,6,9,8,
"CAM, RW, LW",71,82,21,77,62,65,74,37,48,11,8,6,10,12,
CM,71,79,22,71,70,70,71,50,68,11,12,7,8,8,
"CM, CDM",71,78,22,77,66,69,71,68,77,11,9,8,12,7,
"CAM, CM, LM",71,84,17,72,63,68,74,35,54,14,14,8,7,13,
"RM, LM",71,81,22,82,70,65,75,23,58,6,10,14,15,14,
GK,71,81,21,,,,,,,71,68,66,69,74,23
"RB, RM",71,83,21,75,63,64,70,68,60,9,5,10,10,12,
"LWB, LB, LM",71,81,22,70,55,68,68,66,68,8,6,14,12,8,
"CAM, LW, RW",71,76,24,63,72,73,77,40,68,8,10,6,13,14,
"CM, CDM",71,79,20,73,65,69,72,66,74,12,9,8,8,7,
"LM, RM",71,76,22,85,63,61,74,34,48,11,7,12,9,8,
ST,71,83,20,72,71,60,67,32,68,15,7,10,14,10,
LB,71,82,22,75,43,71,70,65,76,8,13,8,12,14,
"RW, RM",71,71,31,74,70,70,73,35,72,12,12,8,7,10,
ST,71,76,24,77,67,43,67,43,78,12,9,13,8,6,
"CDM, CM",71,74,26,57,62,64,63,66,72,9,6,14,11,7,
"CM, CDM",71,83,20,61,56,67,66,62,58,11,7,13,12,9,
CM,71,76,24,67,64,70,72,68,79,11,8,8,15,8,
"RB, RM",71,71,28,81,51,66,70,66,67,12,12,11,15,9,
"ST, LM, RM",71,81,21,76,70,60,65,39,71,14,15,14,12,8,
"CDM, CAM",71,79,24,61,62,67,71,65,73,13,10,10,6,9,
CB,70,70,38,32,44,55,52,72,62,32,33,38,32,34,
GK,70,70,41,,,,,,,71,65,66,70,71,24
GK,70,70,40,,,,,,,68,68,60,70,70,43
GK,70,70,35,,,,,,,68,70,63,73,69,44
"CDM, CM",70,70,36,55,61,71,66,64,72,14,11,12,9,16,
"LB, LWB, CDM",70,70,39,70,47,72,70,65,65,8,6,8,14,10,
GK,70,70,36,,,,,,,69,68,66,72,69,47
LB,70,70,30,80,65,68,71,65,65,10,7,6,6,12,
GK,70,70,37,,,,,,,69,66,64,74,69,36
GK,70,70,38,,,,,,,70,68,70,72,67,42
CDM,70,70,35,55,63,63,63,71,76,22,22,28,24,23,
"LM, LW",70,70,35,70,68,69,74,44,55,10,9,12,13,6,
GK,70,70,33,,,,,,,72,66,66,70,72,56
ST,70,70,37,37,72,67,66,43,69,14,12,15,9,13,
CB,70,70,35,36,47,60,55,72,64,12,14,12,13,6,
"CDM, CM",70,70,37,39,67,72,68,68,68,11,14,6,10,5,
CB,70,70,35,52,39,59,54,69,78,15,12,8,14,6,
ST,70,70,37,64,71,62,73,41,71,8,8,10,12,12,
"CM, CDM",70,70,36,34,60,75,65,65,66,12,10,14,16,14,
"CDM, CM",70,70,35,43,53,62,56,72,76,9,16,6,7,15,
"CDM, CM",70,70,37,55,66,66,67,69,75,9,14,15,12,10,
GK,70,70,34,,,,,,,70,66,72,70,71,40
CB,70,70,36,45,36,45,53,72,63,7,9,10,15,10,
ST,70,70,34,64,73,62,70,30,71,8,7,6,6,16,
ST,70,70,34,51,71,59,68,33,69,13,10,13,16,9,
GK,70,70,36,,,,,,,70,67,76,70,67,42
RM,70,70,35,68,70,73,72,58,42,14,8,9,13,15,
"CB, LB, RB",70,70,34,68,59,62,60,70,73,14,8,15,14,6,
GK,70,70,37,,,,,,,66,68,66,71,69,54
"LM, CAM",70,70,29,69,66,71,73,51,62,7,12,11,11,8,
RB,70,70,37,67,57,66,66,68,68,7,10,14,6,7,
CB,70,70,36,35,28,41,52,71,72,7,6,16,12,8,
ST,70,70,33,61,71,59,68,31,67,10,15,12,12,11,
"RM, RW",70,70,34,74,65,69,70,44,66,16,8,14,8,9,
CB,70,70,32,60,52,63,64,68,79,13,10,8,10,11,
"ST, LW",70,70,32,82,66,59,69,32,71,6,6,6,11,6,
ST,70,70,32,54,73,70,68,36,68,11,8,13,9,13,
"RM, RB, LB",70,70,35,71,65,68,71,66,75,6,8,8,15,13,
CB,70,70,32,52,59,62,56,69,79,13,8,9,12,8,
